
id,name,description,desired_role,start_date,end_date,HTML,CSS,JavaScript,TypeScript,Python,Ruby,PHP,Java,C#,C++,Go,Rust,Swift,Kotlin,React,Vue,Angular,Node.js,Express,Django,Flask,Rails,Laravel,Spring,.NET,AWS,Azure,GCP,Docker,Kubernetes,MySQL,PostgreSQL,MongoDB,Git,Linux,Agile,Scrum
749,ニュース配信アプリ設計,"現在進行中の案件においてはアーキテクチャ設計やデプロイなどに取り組んでいます。
[実施内容]
アーキテクチャ設計
デプロイ
クラウド移行
これらの取り組みにより、ユーザビリティ向上を目指しています。",バックエンドエンジニア,2024-05-04,,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0
750,画像認識システム改善,"現在進行中の案件においては要件定義や自動テスト導入などに取り組んでいます。
[主な業務]
要件定義
自動テスト導入
チームマネジメント
タスク管理
CI/CD構築",フロントエンドエンジニア,2025-05-01,2026-01-07,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
751,在庫管理システム開発,"当プロジェクトでは要件分析やデータベース設計などに取り組んでいる。
[主な業務]
要件分析
データベース設計
技術選定
ドキュメント作成
インフラ構築
セキュリティ強化
これらの取り組みにより、ユーザー満足度向上を目指している。",UI/UXデザイナー,2024-05-08,2026-01-18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
752,健康管理アプリ実装,主な業務はCI/CD構築、インフラ構築やコーディングである。,PM,2025-02-07,2026-12-13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1
753,HRテックサービス開発,"本プロジェクトではデータ分析やデプロイなどに取り組んでいる。
[主な作業]
データ分析
デプロイ
レビュー
自動テスト導入
テスト
UI/UX設計",QAエンジニア,2024-03-24,2025-04-12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
754,金融システム開発,主な業務はCI/CD構築、パフォーマンス改善、ドキュメント作成や要件分析である。,インフラエンジニア,2025-05-08,2026-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
755,機械学習モデル開発構築,現プロジェクトにおいて要件定義、レビュー、UI/UX設計やドキュメント作成に取り組んでいる。目的は性能向上である。,バックエンドエンジニア,2024-05-18,2026-04-11,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0
756,機械学習モデル開発実装,"このプロジェクトでは技術選定やドキュメント作成などに取り組んでいます。
[主な業務]
技術選定
ドキュメント作成
CI/CD構築
これらの取り組みにより、ユーザビリティ向上を目指しています。",データサイエンティスト,2025-01-06,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0
757,ブロックチェーン開発実装,当プロジェクトではテスト、実装やデータ分析に取り組んでいます。目的は運用コスト削減です。,データサイエンティスト,2024-12-24,,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
758,チャットボット開発,"現在進行中の案件においてはタスク管理やクラウド移行などに取り組んでいます。
[主な業務]
タスク管理
クラウド移行
実装
要件定義
テスト
これらの取り組みにより、レスポンス時間短縮を目指しています。",エンジニアリングマネージャ,2024-06-26,2025-09-17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
759,グルメレビューアプリ設計,"当プロジェクトではCI/CD構築やレビューなどに取り組んでいます。
[主な作業]
CI/CD構築
レビュー
要件分析
技術選定",フルスタックエンジニア,2025-07-14,2026-03-12,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0
760,クラウド移行プロジェクト構築,コーディング、パフォーマンス改善、自動テスト導入、レビューやタスク管理などの開発に取り組んでいる。,データサイエンティスト,2024-02-18,2024-12-24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
761,物流管理システム開発,本プロジェクトではシステム設計、CI/CD構築、セキュリティ強化やレビューに取り組んでいる。,データサイエンティスト,2024-12-04,,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1
762,クラウド移行プロジェクト設計,システム設計や実装を中心に行っている。目指しているのはコスト削減である。,データサイエンティスト,2025-10-16,2026-12-31,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
763,医療情報システム構築,システム設計や実装を中心に行っています。目指しているのはユーザー満足度向上です。,バックエンドエンジニア,2024-12-25,,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0
764,eラーニングシステム実装,技術選定や設計レビューを行っています。,フルスタックエンジニア,2025-08-09,,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0
765,動画配信サービス構築,主な業務はリファクタリング、アーキテクチャ設計、レビューや自動テスト導入である。,QAエンジニア,2024-12-02,2026-02-04,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
766,物流管理システム設計,技術選定や設計レビューを行っています。また、リファクタリング、運用保守やチームマネジメントにも取り組んでいます。,QAエンジニア,2025-10-08,,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
767,不動産プラットフォーム構築,システム設計や実装を中心に行っている。また、クラウド移行、データ分析、UI/UX設計、CI/CD構築や実装にも取り組んでいる。目指しているのはバグ発生率低減である。,SE,2025-02-08,2026-07-22,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
768,ブロックチェーン開発開発,技術選定や設計レビューを行っている。,データサイエンティスト,2024-11-16,2025-06-18,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
769,HRテックサービス改善,リファクタリング、CI/CD構築、データベース設計やインフラ構築などの開発に取り組んでいます。目指しているのはユーザビリティ向上です。,SE,2025-09-27,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
770,物流管理システム実装,当プロジェクトでは自動テスト導入、クラウド移行、テスト、デプロイ、タスク管理やシステム設計に取り組んでいる。,技術リーダー,2025-02-19,2025-07-06,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
771,eラーニングシステム設計,実装、CI/CD構築やセキュリティ強化などの開発に取り組んでいます。目指しているのはコスト削減です。,フロントエンドエンジニア,2024-04-14,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
772,不動産プラットフォーム設計,"現在進行中の案件においてはタスク管理やクラウド移行などに取り組んでいます。
[主な作業]
タスク管理
クラウド移行
デプロイ
アーキテクチャ設計",エンジニアリングマネージャ,2025-06-02,2026-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
773,BIツール導入改善,当プロジェクトでは要件分析、パフォーマンス改善や技術選定に取り組んでいる。目的はユーザビリティ向上である。,SE,2024-06-13,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
774,BIツール導入構築,"当プロジェクトではテストや運用保守などに取り組んでいる。
[主な業務]
テスト
運用保守
コーディング
データ分析
技術選定
自動テスト導入
これらの取り組みにより、ユーザビリティ向上を目指している。",SE,2024-02-14,2025-07-16,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
775,画像認識システム導入,本プロジェクトではUI/UX設計、実装、運用保守やコーディングに取り組んでいる。,UI/UXデザイナー,2025-07-24,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
776,不動産プラットフォーム実装,システム設計や実装を中心に行っています。また、UI/UX設計、パフォーマンス改善やテストにも取り組んでいます。,フルスタックエンジニア,2025-04-01,2026-10-04,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0
777,HRテックサービス実装,"現在進行中の案件においては技術選定やレビューなどに取り組んでいます。
[主な業務]
技術選定
レビュー
実装
これらの取り組みにより、リリースサイクルの短縮を目指しています。",SE,2024-08-21,2026-01-07,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
778,音声認識システム実装,このプロジェクトではテスト、パフォーマンス改善、アーキテクチャ設計、セキュリティ強化や要件定義に取り組んでいます。目的は性能向上です。,フロントエンドエンジニア,2024-04-12,,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
779,AIチャットボット改善,システム設計や実装を中心に行っています。,UI/UXデザイナー,2024-05-29,2026-01-14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
780,金融システム構築,システム設計や実装を中心に行っている。,PM,2025-05-20,2026-07-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
781,ECプラットフォーム改善,技術選定や設計レビューを行っています。目指しているのはユーザー満足度向上です。,SE,2024-12-21,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
782,旅行予約システム実装,"本プロジェクトでは要件定義やテストなどに取り組んでいる。
[実施内容]
要件定義
テスト
自動テスト導入
パフォーマンス改善
システム設計
これらの取り組みにより、性能向上を目指している。",テクニカルリード,2024-02-10,2025-06-06,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1
783,データレイク構築設計,このプロジェクトではコーディング、レビュー、データベース設計、要件分析やテストに取り組んでいます。目的は品質改善です。,技術リーダー,2024-11-27,,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0
784,顧客管理システム導入,要件分析、デプロイ、インフラ構築、システム設計、セキュリティ強化やレビューなどの開発に取り組んでいる。,フロントエンドエンジニア,2024-05-05,,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
785,eラーニングシステム設計,"当プロジェクトではセキュリティ強化やチームマネジメントなどに取り組んでいます。
[主な業務]
セキュリティ強化
チームマネジメント
ドキュメント作成
コーディング
UI/UX設計",SE,2025-05-13,2026-04-23,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
786,BIツール導入構築,技術選定や設計レビューを行っています。,バックエンドエンジニア,2024-01-18,2025-05-03,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0
787,クラウド移行プロジェクト導入,技術選定や設計レビューを行っています。また、UI/UX設計、インフラ構築、テスト、CI/CD構築やアーキテクチャ設計にも取り組んでいます。目指しているのはリリースサイクルの短縮です。,インフラエンジニア,2025-10-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0
788,音声認識システム改善,"現在進行中の案件においてはクラウド移行やデータ分析などに取り組んでいます。
[主な作業]
クラウド移行
データ分析
データベース設計",PM,2024-07-21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
789,医療情報システム構築,"現在進行中の案件においてはアーキテクチャ設計やインフラ構築などに取り組んでいます。
[主な業務]
アーキテクチャ設計
インフラ構築
UI/UX設計
デプロイ",フルスタックエンジニア,2025-10-11,2026-12-31,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0
790,健康管理アプリ設計,システム設計や実装を中心に行っています。,データサイエンティスト,2024-09-14,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
791,グルメレビューアプリ開発,"現プロジェクトにおいてテストやドキュメント作成などに取り組んでいる。
[実施内容]
テスト
ドキュメント作成
アーキテクチャ設計
リファクタリング",インフラエンジニア,2025-09-29,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
792,AIチャットボット設計,"現プロジェクトにおいてコーディングやインフラ構築などに取り組んでいる。
[実施内容]
コーディング
インフラ構築
実装
セキュリティ強化
これらの取り組みにより、バグ発生率低減を目指している。",PM,2024-12-25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
793,顧客管理システム実装,現プロジェクトにおいてアーキテクチャ設計、レビュー、コーディング、クラウド移行、自動テスト導入や要件定義に取り組んでいる。,UI/UXデザイナー,2025-02-19,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
794,セキュリティ強化プロジェクト構築,当プロジェクトではアーキテクチャ設計、チームマネジメント、技術選定、レビュー、パフォーマンス改善やドキュメント作成に取り組んでいる。,テクニカルリード,2024-09-17,2025-02-08,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
795,チャットボット改善,現在進行中の案件においてはシステム設計、技術選定、運用保守、実装、自動テスト導入やテストに取り組んでいます。,データサイエンティスト,2025-06-30,,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
796,AIチャットボット設計,"当プロジェクトではデプロイやタスク管理などに取り組んでいます。
[実施内容]
デプロイ
タスク管理
運用保守",QAエンジニア,2024-10-11,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
797,セキュリティ強化プロジェクト改善,"このプロジェクトでは要件分析やドキュメント作成などに取り組んでいます。
[主な業務]
要件分析
ドキュメント作成
データ分析
アーキテクチャ設計
技術選定",テクニカルリード,2024-04-01,2025-04-28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
798,健康管理アプリ設計,このプロジェクトではデプロイ、インフラ構築やタスク管理に取り組んでいます。,SE,2025-01-15,2025-07-24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0
799,IoTプラットフォーム実装,当プロジェクトではレビュー、デプロイ、クラウド移行、要件定義や実装に取り組んでいます。目的はコスト削減です。,エンジニアリングマネージャ,2024-08-26,2025-05-28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
800,セキュリティ強化プロジェクト改善,"当プロジェクトではアーキテクチャ設計やデータ分析などに取り組んでいます。
[主な作業]
アーキテクチャ設計
データ分析
パフォーマンス改善
これらの取り組みにより、リリースサイクルの短縮を目指しています。",技術リーダー,2024-01-07,2025-07-21,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1
801,eラーニングシステム設計,現在進行中の案件においてはデプロイ、テスト、自動テスト導入やコーディングに取り組んでいます。,PM,2024-08-15,2025-07-09,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
802,金融システム導入,クラウド移行、テスト、アーキテクチャ設計や実装などの開発に取り組んでいる。目指しているのはバグ発生率低減である。,フロントエンドエンジニア,2025-10-28,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
803,チャットボット改善,"当プロジェクトではデータ分析やコーディングなどに取り組んでいます。
[主な業務]
データ分析
コーディング
運用保守
UI/UX設計
パフォーマンス改善
ドキュメント作成
これらの取り組みにより、バグ発生率低減を目指しています。",フロントエンドエンジニア,2024-03-08,2025-02-17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
804,データレイク構築改善,現在進行中の案件においてはタスク管理、チームマネジメント、要件定義、UI/UX設計や実装に取り組んでいます。目的はユーザビリティ向上です。,バックエンドエンジニア,2024-07-12,2025-02-12,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0
805,物流管理システム設計,"当プロジェクトではタスク管理やデプロイなどに取り組んでいる。
[実施内容]
タスク管理
デプロイ
データベース設計
リファクタリング
チームマネジメント",エンジニアリングマネージャ,2024-03-02,,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
806,クラウド移行プロジェクト実装,データ分析、コーディングやドキュメント作成などの開発に取り組んでいる。目指しているのはユーザー満足度向上である。,技術リーダー,2025-10-29,,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
807,SNSアプリ導入,"当プロジェクトでは自動テスト導入や運用保守などに取り組んでいる。
[主な業務]
自動テスト導入
運用保守
アーキテクチャ設計
リファクタリング
レビュー",UI/UXデザイナー,2025-05-14,2025-10-29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
808,AIチャットボット改善,"当プロジェクトでは技術選定やリファクタリングなどに取り組んでいます。
[主な作業]
技術選定
リファクタリング
UI/UX設計",データサイエンティスト,2025-08-18,,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0
809,BIツール導入開発,"本プロジェクトでは自動テスト導入や運用保守などに取り組んでいる。
[実施内容]
自動テスト導入
運用保守
セキュリティ強化
これらの取り組みにより、バグ発生率低減を目指している。",インフラエンジニア,2024-10-07,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0
810,金融システム導入,"当プロジェクトでは運用保守やタスク管理などに取り組んでいます。
[主な業務]
運用保守
タスク管理
テスト
インフラ構築
自動テスト導入",エンジニアリングマネージャ,2025-02-01,2026-08-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
811,動画配信サービス実装,主な業務は要件定義、データベース設計、セキュリティ強化、リファクタリング、システム設計やクラウド移行である。目指しているのはコスト削減である。,フロントエンドエンジニア,2024-09-08,2026-05-23,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
812,予約管理システム構築,UI/UX設計、セキュリティ強化やテストなどの開発に取り組んでいます。目指しているのは開発効率向上です。,データサイエンティスト,2024-03-07,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0
813,データレイク構築改善,技術選定や設計レビューを行っています。また、タスク管理、デプロイ、レビュー、データベース設計やクラウド移行にも取り組んでいます。,UI/UXデザイナー,2025-07-05,2026-04-29,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
814,物流管理システム開発,このプロジェクトではクラウド移行、セキュリティ強化や運用保守に取り組んでいます。目的は開発効率向上です。,バックエンドエンジニア,2024-11-30,2025-11-16,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0
815,BIツール導入改善,当プロジェクトでは要件定義、パフォーマンス改善やタスク管理に取り組んでいます。目的は運用コスト削減です。,テクニカルリード,2024-07-05,2025-12-05,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
816,サブスク管理サービス改善,"当プロジェクトではチームマネジメントやデプロイなどに取り組んでいます。
[主な作業]
チームマネジメント
デプロイ
レビュー
セキュリティ強化
パフォーマンス改善
データ分析
これらの取り組みにより、ユーザー満足度向上を目指しています。",バックエンドエンジニア,2024-07-25,2025-12-03,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1
817,データレイク構築開発,リファクタリング、技術選定、インフラ構築、システム設計やCI/CD構築などの開発に取り組んでいる。,フルスタックエンジニア,2024-04-23,2025-11-17,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0
818,不動産プラットフォーム開発,主な業務は運用保守、CI/CD構築、テストやシステム設計である。目指しているのは運用コスト削減である。,データサイエンティスト,2024-10-08,2026-02-21,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0
819,医療情報システム実装,主な業務はシステム設計、データ分析、チームマネジメント、要件分析や自動テスト導入である。,テクニカルリード,2024-07-04,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1
820,物流管理システム実装,"当プロジェクトではレビューやセキュリティ強化などに取り組んでいる。
[主な作業]
レビュー
セキュリティ強化
インフラ構築
要件定義
これらの取り組みにより、性能向上を目指している。",フルスタックエンジニア,2025-07-02,2026-06-26,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
821,ECプラットフォーム導入,"本プロジェクトではUI/UX設計やデプロイなどに取り組んでいる。
[主な業務]
UI/UX設計
デプロイ
レビュー
クラウド移行",インフラエンジニア,2025-11-03,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0
822,ニュース配信アプリ設計,現プロジェクトにおいてシステム設計、タスク管理、CI/CD構築や技術選定に取り組んでいる。,UI/UXデザイナー,2024-04-05,2025-08-18,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
823,IoTプラットフォーム実装,本プロジェクトではリファクタリング、セキュリティ強化、デプロイ、要件定義、チームマネジメントやインフラ構築に取り組んでいる。,インフラエンジニア,2025-04-13,2026-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0
824,ブロックチェーン開発開発,"当プロジェクトでは運用保守やデータベース設計などに取り組んでいる。
[主な作業]
運用保守
データベース設計
リファクタリング
システム設計",技術リーダー,2025-11-01,2026-12-31,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
825,不動産プラットフォーム実装,現在進行中の案件においてはインフラ構築、セキュリティ強化、要件分析やレビューに取り組んでいます。,QAエンジニア,2025-07-28,2026-11-25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
826,データレイク構築導入,"本プロジェクトでは自動テスト導入やクラウド移行などに取り組んでいる。
[実施内容]
自動テスト導入
クラウド移行
データベース設計",フロントエンドエンジニア,2024-03-16,2025-06-07,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
827,HRテックサービス構築,技術選定や設計レビューを行っている。,QAエンジニア,2025-03-27,2025-07-12,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
828,金融システム構築,当プロジェクトでは自動テスト導入、ドキュメント作成、レビュー、技術選定やアーキテクチャ設計に取り組んでいます。目的は性能向上です。,QAエンジニア,2024-10-14,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
829,旅行予約システム設計,現在進行中の案件においては自動テスト導入、実装やアーキテクチャ設計に取り組んでいます。目的はリリースサイクルの短縮です。,フロントエンドエンジニア,2024-12-27,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
830,ブロックチェーン開発構築,"当プロジェクトではタスク管理やCI/CD構築などに取り組んでいます。
[主な作業]
タスク管理
CI/CD構築
データベース設計
これらの取り組みにより、ユーザー満足度向上を目指しています。",技術リーダー,2025-03-16,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1
831,金融システム導入,本プロジェクトではチームマネジメント、自動テスト導入、実装やデータ分析に取り組んでいる。,PM,2025-03-18,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
