id,name,description,start_date,end_date,desired_role,HTML,CSS,JavaScript,TypeScript,Python,Ruby,PHP,Java,C#,C++,Go,Rust,Swift,Kotlin,React,Vue,Angular,Node.js,Express,Django,Flask,Rails,Laravel,Spring,.NET,AWS,Azure,GCP,Docker,Kubernetes,MySQL,PostgreSQL,MongoDB,Git,Linux,Agile,Scrum
379,UX向上需要予測オムニチャネル化刷新案件,マルチベンダー体制を統括しリスクと課題の早期解消を図る。利用部門と連携しアジャイルリリースの計画を整備する。,2023-08-18,,SWE（バックエンド）,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0
380,データ駆動原価管理データ統合開発イニシアチブ,段階リリースに備え移行リハーサルと利用者教育を実施する。UI/UX観点で仮説検証を繰り返し顧客満足度を高める。,2023-08-08,2024-07-18,バックエンドエンジニア,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0
381,大手製造業向け販売物流基幹刷新刷新案件,スクラムイベントを通じてチーム間の可視化と合意形成を支援する。レガシー資産の段階移行方針と影響範囲を精査する。API連携基盤を標準化し社内外システムの接続を安定させる。,2022-03-02,2023-04-05,アプリケーションエンジニア,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0
382,AIAPI統合モバイル支援伴走計画,テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。スクラムイベントを通じてチーム間の可視化と合意形成を支援する。,2022-10-25,2024-03-23,バックエンドエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1
383,地方自治体向け設備稼働次期基盤構築刷新案件,テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。API連携基盤を標準化し社内外システムの接続を安定させる。,2020-07-31,2021-03-05,テックリード,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1
384,エンタープライズ会員ポータル基幹刷新標準化対応,観測データを分析しリリース後の改善ポイントを定常化する。UI/UX観点で仮説検証を繰り返し顧客満足度を高める。,2020-06-01,2021-02-21,フロントエンドエンジニア,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1
385,UX向上マイナンバーモバイル支援更改プログラム,利用部門と連携しアジャイルリリースの計画を整備する。スクラムイベントを通じてチーム間の可視化と合意形成を支援する。現場ヒアリングから業務要件を整理し優先度を明確にする。,2022-12-22,2023-10-05,.NETエンジニア,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1
386,AI販売物流モバイル支援共同開発,アーキテクチャレビューでセキュリティとパフォーマンスを両立する。データ品質メトリクスを定め継続的な監査対応を可能にする。クラウドネイティブ化の選定指針をまとめ関係者に共有する。,2022-01-08,2022-04-21,アプリケーションエンジニア,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0
387,金融機関向け契約審査基幹刷新推進プロジェクト,現場ヒアリングから業務要件を整理し優先度を明確にする。業務フローを再定義し現行資産との共存を段階的に図る。データ品質メトリクスを定め継続的な監査対応を可能にする。,2023-10-28,2024-10-29,テクニカルリード,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0
388,リアルタイム店舗在庫申請ワークフロー強化プロジェクト,KPIレビュー会を運営し経営層向けの報告資料を整備する。API連携基盤を標準化し社内外システムの接続を安定させる。UI/UX観点で仮説検証を繰り返し顧客満足度を高める。,2022-07-15,,プロジェクトSE,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1
389,社会インフラ向け庁内業務次期基盤構築開発イニシアチブ,KPIレビュー会を運営し経営層向けの報告資料を整備する。モバイルとWebの共通コンポーネント戦略を策定する。,2023-12-09,,システムアーキテクト,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0
390,UX向上マーケティングオムニチャネル化開発イニシアチブ,利用部門と連携しアジャイルリリースの計画を整備する。KPIレビュー会を運営し経営層向けの報告資料を整備する。,2021-02-13,2022-08-06,テックリード,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1
391,大手製造業向けブランドサイト基幹刷新伴走計画,API連携基盤を標準化し社内外システムの接続を安定させる。利用部門と連携しアジャイルリリースの計画を整備する。アーキテクチャレビューでセキュリティとパフォーマンスを両立する。,2021-04-09,2022-05-30,UIエンジニア,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
392,データ駆動検査記録SFA再構築強化プロジェクト,マルチベンダー体制を統括しリスクと課題の早期解消を図る。業務フローを再定義し現行資産との共存を段階的に図る。CI/CD基盤を整備して短いサイクルでのリリースを実現する。,2021-08-13,2022-08-03,システムエンジニア,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1
393,リアルタイムライン最適化マイクロサービス化強化プロジェクト,段階リリースに備え移行リハーサルと利用者教育を実施する。モバイルとWebの共通コンポーネント戦略を策定する。CI/CD基盤を整備して短いサイクルでのリリースを実現する。,2024-06-14,2024-12-20,テックリード,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
394,公共団体向け物流追跡データ統合更改プログラム,マルチベンダー体制を統括しリスクと課題の早期解消を図る。ゼロトラスト構成を想定したネットワーク設計を進める。,2024-03-13,2025-07-21,テックリード,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1
395,大手製造業向けレコメンド申請ワークフロー共同開発,クラウドネイティブ化の選定指針をまとめ関係者に共有する。データ品質メトリクスを定め継続的な監査対応を可能にする。UXリサーチの知見を取り入れ利便性重視の改善策を提示する。,2023-02-19,2024-04-17,分析基盤エンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0
396,リアルタイム監視基盤オムニチャネル化DX計画,テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。データ品質メトリクスを定め継続的な監査対応を可能にする。クラウド運用ガイドラインに沿って権限設計を策定する。,2020-10-03,2021-12-04,サーバーサイドエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1
397,クラウド型運用高度化クラウド移行DX計画,レガシー資産の段階移行方針と影響範囲を精査する。アーキテクチャレビューでセキュリティとパフォーマンスを両立する。,2023-07-30,2024-03-03,DevOpsエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1
398,地方自治体向け運用高度化マイクロサービス化更改プログラム,現場ヒアリングから業務要件を整理し優先度を明確にする。マルチベンダー体制を統括しリスクと課題の早期解消を図る。,2022-04-26,2023-08-18,プラットフォームエンジニア,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1
399,大手製造業向け災害対策基幹刷新強化プロジェクト,テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。観測データを分析しリリース後の改善ポイントを定常化する。,2024-01-29,,PM,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0
400,リアルタイム在庫最適化オムニチャネル化DX計画,データ品質メトリクスを定め継続的な監査対応を可能にする。スクラムイベントを通じてチーム間の可視化と合意形成を支援する。,2022-05-06,,テクニカルリード,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1
401,リアルタイム分析基盤API連携推進プロジェクト,UXリサーチの知見を取り入れ利便性重視の改善策を提示する。クラウド運用ガイドラインに沿って権限設計を策定する。UI/UX観点で仮説検証を繰り返し顧客満足度を高める。,2024-03-17,,PMO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0
402,データ駆動ログ解析分析可視化共同開発,業務フローを再定義し現行資産との共存を段階的に図る。クラウドネイティブ化の選定指針をまとめ関係者に共有する。ゼロトラスト構成を想定したネットワーク設計を進める。,2024-01-25,,バックエンドエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
403,リアルタイムBtoC接客マイクロサービス化刷新案件,クラウドネイティブ化の選定指針をまとめ関係者に共有する。スクラムイベントを通じてチーム間の可視化と合意形成を支援する。データ品質メトリクスを定め継続的な監査対応を可能にする。,2022-06-27,2022-12-22,バックエンドエンジニア,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1
404,大手製造業向け構成管理API連携モダナイゼーション,現場ヒアリングから業務要件を整理し優先度を明確にする。アーキテクチャレビューでセキュリティとパフォーマンスを両立する。,2022-02-17,,DevOpsエンジニア,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1
405,大手製造業向け物流追跡データ統合開発イニシアチブ,データ品質メトリクスを定め継続的な監査対応を可能にする。利用部門と連携しアジャイルリリースの計画を整備する。,2022-01-14,2023-02-14,バックエンドエンジニア,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1
406,クラウド型BI整備Webフロント刷新開発イニシアチブ,クラウド運用ガイドラインに沿って権限設計を策定する。モバイルとWebの共通コンポーネント戦略を策定する。UXリサーチの知見を取り入れ利便性重視の改善策を提示する。,2020-09-11,2021-02-06,MLエンジニア,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1
407,大手製造業向け勤怠管理業務自動化推進プロジェクト,データ品質メトリクスを定め継続的な監査対応を可能にする。UXリサーチの知見を取り入れ利便性重視の改善策を提示する。レガシー資産の段階移行方針と影響範囲を精査する。,2021-09-29,2022-10-06,モバイルエンジニア,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0
408,地方自治体向け監視指標分析可視化伴走計画,クラウドネイティブ化の選定指針をまとめ関係者に共有する。アーキテクチャレビューでセキュリティとパフォーマンスを両立する。段階リリースに備え移行リハーサルと利用者教育を実施する。,2021-07-19,2022-01-29,データエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
409,クラウド型需給連携API連携共同開発,クラウドネイティブ化の選定指針をまとめ関係者に共有する。KPIレビュー会を運営し経営層向けの報告資料を整備する。,2024-05-01,2025-05-12,バックエンドエンジニア,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
410,リアルタイム条例申請API連携更改プログラム,クラウド運用ガイドラインに沿って権限設計を策定する。アーキテクチャレビューでセキュリティとパフォーマンスを両立する。,2020-09-11,2021-01-07,システムアーキテクト,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1
411,社会インフラ向け顧客サポートオムニチャネル化刷新案件,モバイルとWebの共通コンポーネント戦略を策定する。レガシー資産の段階移行方針と影響範囲を精査する。,2023-08-29,2024-07-10,バックエンドエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
412,公共団体向け製造IoT申請ワークフロー刷新案件,テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。クラウドネイティブ化の選定指針をまとめ関係者に共有する。,2021-03-15,2022-01-01,PL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
413,エンタープライズ調達管理API連携強化プロジェクト,業務フローを再定義し現行資産との共存を段階的に図る。API連携基盤を標準化し社内外システムの接続を安定させる。データ品質メトリクスを定め継続的な監査対応を可能にする。,2022-09-16,2023-05-21,PL,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1
414,エンタープライズレコメンドモバイル支援DX計画,UI/UX観点で仮説検証を繰り返し顧客満足度を高める。テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。,2021-02-05,2022-02-09,サーバーサイドエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1
415,クラウド型営業支援顧客接点強化刷新案件,マルチベンダー体制を統括しリスクと課題の早期解消を図る。クラウド運用ガイドラインに沿って権限設計を策定する。利用部門と連携しアジャイルリリースの計画を整備する。,2023-10-17,2024-05-26,モバイルエンジニア,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1
416,リアルタイム財務会計Webフロント刷新伴走計画,レガシー資産の段階移行方針と影響範囲を精査する。スクラムイベントを通じてチーム間の可視化と合意形成を支援する。アーキテクチャレビューでセキュリティとパフォーマンスを両立する。,2022-11-28,,アプリケーションエンジニア,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1
417,AIサービス改善モバイル支援推進プロジェクト,クラウドネイティブ化の選定指針をまとめ関係者に共有する。レガシー資産の段階移行方針と影響範囲を精査する。,2023-08-26,,フロントエンドSWE,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0
418,エンタープライズ業務自動化顧客接点強化DX計画,UI/UX観点で仮説検証を繰り返し顧客満足度を高める。マルチベンダー体制を統括しリスクと課題の早期解消を図る。UXリサーチの知見を取り入れ利便性重視の改善策を提示する。,2022-03-31,2023-01-18,ソフトウェアエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0
419,大手製造業向け構成管理モバイル支援開発イニシアチブ,CI/CD基盤を整備して短いサイクルでのリリースを実現する。テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。アーキテクチャレビューでセキュリティとパフォーマンスを両立する。,2023-08-16,2024-10-24,SRE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1
420,公共団体向け税務照会データ統合強化プロジェクト,スクラムイベントを通じてチーム間の可視化と合意形成を支援する。UI/UX観点で仮説検証を繰り返し顧客満足度を高める。現場ヒアリングから業務要件を整理し優先度を明確にする。,2022-06-05,2023-01-03,PMO,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1
421,金融機関向け原価管理マイクロサービス化更改プログラム,UI/UX観点で仮説検証を繰り返し顧客満足度を高める。ゼロトラスト構成を想定したネットワーク設計を進める。利用部門と連携しアジャイルリリースの計画を整備する。,2020-07-30,2021-04-03,バックエンドエンジニア,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1
422,公共団体向けセンサー連携クラウド移行更改プログラム,クラウド運用ガイドラインに沿って権限設計を策定する。段階リリースに備え移行リハーサルと利用者教育を実施する。,2020-07-01,2021-02-09,バックエンドエンジニア,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1
423,モバイルファーストCI/CD整備申請ワークフロー共同開発,クラウドネイティブ化の選定指針をまとめ関係者に共有する。レガシー資産の段階移行方針と影響範囲を精査する。,2021-09-17,2022-04-28,PMO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1
424,データ駆動サポート窓口分析可視化伴走計画,利用部門と連携しアジャイルリリースの計画を整備する。業務フローを再定義し現行資産との共存を段階的に図る。現場ヒアリングから業務要件を整理し優先度を明確にする。,2022-10-21,2024-01-05,ソフトウェアエンジニア,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0
425,スマート製造IoTAPI連携DX計画,レガシー資産の段階移行方針と影響範囲を精査する。アーキテクチャレビューでセキュリティとパフォーマンスを両立する。,2023-05-05,2023-10-15,Goエンジニア,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0
426,クラウド型内製化SFA再構築標準化対応,段階リリースに備え移行リハーサルと利用者教育を実施する。マルチベンダー体制を統括しリスクと課題の早期解消を図る。,2022-02-05,2022-09-27,プロダクトエンジニア,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0
427,スマート店舗チェックマイクロサービス化推進プロジェクト,利用部門と連携しアジャイルリリースの計画を整備する。クラウドネイティブ化の選定指針をまとめ関係者に共有する。UI/UX観点で仮説検証を繰り返し顧客満足度を高める。,2020-12-31,2021-11-08,モバイルエンジニア,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1
428,データ駆動物流追跡Webフロント刷新推進プロジェクト,UI/UX観点で仮説検証を繰り返し顧客満足度を高める。マルチベンダー体制を統括しリスクと課題の早期解消を図る。,2023-10-17,2024-07-02,テックリード,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1
429,UX向上コンテンツ管理SFA再構築強化プロジェクト,アーキテクチャレビューでセキュリティとパフォーマンスを両立する。KPIレビュー会を運営し経営層向けの報告資料を整備する。,2020-05-25,2021-09-29,プロダクトエンジニア,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
430,金融機関向け店舗在庫顧客接点強化標準化対応,クラウドネイティブ化の選定指針をまとめ関係者に共有する。テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。,2020-07-14,2021-04-14,プロジェクトSE,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1
431,公共団体向け契約審査申請ワークフロー標準化対応,CI/CD基盤を整備して短いサイクルでのリリースを実現する。段階リリースに備え移行リハーサルと利用者教育を実施する。レガシー資産の段階移行方針と影響範囲を精査する。,2021-01-13,2021-08-27,上級SE,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1
432,次世代ダッシュボード業務自動化推進プロジェクト,レガシー資産の段階移行方針と影響範囲を精査する。利用部門と連携しアジャイルリリースの計画を整備する。,2020-08-15,2021-10-21,UIエンジニア,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1
433,大手製造業向けレコメンドモバイル支援開発イニシアチブ,モバイルとWebの共通コンポーネント戦略を策定する。API連携基盤を標準化し社内外システムの接続を安定させる。,2021-08-27,2022-04-30,SWE（バックエンド）,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1
434,公共団体向け運用高度化オムニチャネル化共同開発,ゼロトラスト構成を想定したネットワーク設計を進める。UI/UX観点で仮説検証を繰り返し顧客満足度を高める。,2022-08-06,2023-07-15,スクラムマスター,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1
435,リアルタイム内製化マイクロサービス化標準化対応,スクラムイベントを通じてチーム間の可視化と合意形成を支援する。CI/CD基盤を整備して短いサイクルでのリリースを実現する。,2024-05-30,,フロントエンドSWE,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1
436,大手製造業向け税務照会業務自動化共同開発,段階リリースに備え移行リハーサルと利用者教育を実施する。観測データを分析しリリース後の改善ポイントを定常化する。クラウド運用ガイドラインに沿って権限設計を策定する。,2024-04-08,2025-02-07,ソリューションエンジニア,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1
437,クラウド型ダッシュボード業務自動化モダナイゼーション,UI/UX観点で仮説検証を繰り返し顧客満足度を高める。利用部門と連携しアジャイルリリースの計画を整備する。,2023-07-05,,フロントエンドSWE,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
438,エンタープライズ監視基盤データ統合伴走計画,UXリサーチの知見を取り入れ利便性重視の改善策を提示する。スクラムイベントを通じてチーム間の可視化と合意形成を支援する。KPIレビュー会を運営し経営層向けの報告資料を整備する。,2020-12-26,2021-10-24,ソフトウェアエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
439,スマートレコメンド顧客接点強化推進プロジェクト,マルチベンダー体制を統括しリスクと課題の早期解消を図る。レガシー資産の段階移行方針と影響範囲を精査する。観測データを分析しリリース後の改善ポイントを定常化する。,2023-05-11,2024-08-03,サーバーサイドエンジニア,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1
440,AI調達管理API連携更改プログラム,業務フローを再定義し現行資産との共存を段階的に図る。マルチベンダー体制を統括しリスクと課題の早期解消を図る。レガシー資産の段階移行方針と影響範囲を精査する。,2024-05-22,,PL,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1
441,社会インフラ向けゼロトラストクラウド移行標準化対応,観測データを分析しリリース後の改善ポイントを定常化する。CI/CD基盤を整備して短いサイクルでのリリースを実現する。,2022-06-21,,SRE,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1
442,UX向上CI/CD整備クラウド移行共同開発,ゼロトラスト構成を想定したネットワーク設計を進める。段階リリースに備え移行リハーサルと利用者教育を実施する。API連携基盤を標準化し社内外システムの接続を安定させる。,2021-08-26,2022-01-09,PMO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1
443,社会インフラ向けマイナンバーデータ統合更改プログラム,API連携基盤を標準化し社内外システムの接続を安定させる。レガシー資産の段階移行方針と影響範囲を精査する。マルチベンダー体制を統括しリスクと課題の早期解消を図る。,2022-04-12,2023-04-11,ソリューションエンジニア,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1
444,データ駆動マイナンバー基幹刷新標準化対応,UXリサーチの知見を取り入れ利便性重視の改善策を提示する。段階リリースに備え移行リハーサルと利用者教育を実施する。クラウドネイティブ化の選定指針をまとめ関係者に共有する。,2022-03-12,,システムアーキテクト,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1
445,地方自治体向け検査記録業務自動化推進プロジェクト,UI/UX観点で仮説検証を繰り返し顧客満足度を高める。レガシー資産の段階移行方針と影響範囲を精査する。,2022-04-27,,Goエンジニア,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1
446,UX向上API統合マイクロサービス化DX計画,レガシー資産の段階移行方針と影響範囲を精査する。段階リリースに備え移行リハーサルと利用者教育を実施する。,2024-06-07,,テックリード,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1
447,データ駆動工場監視データ統合更改プログラム,データ品質メトリクスを定め継続的な監査対応を可能にする。クラウド運用ガイドラインに沿って権限設計を策定する。,2022-12-30,2023-10-15,Goエンジニア,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0
448,大手製造業向けマーケティング基幹刷新DX計画,テスト自動化を拡張し回帰検証の効率と網羅性を向上させる。CI/CD基盤を整備して短いサイクルでのリリースを実現する。アーキテクチャレビューでセキュリティとパフォーマンスを両立する。,2023-04-19,2024-01-16,フロントエンドエンジニア,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1
449,スマート暗号資産業務自動化共同開発,利用部門と連携しアジャイルリリースの計画を整備する。業務フローを再定義し現行資産との共存を段階的に図る。マルチベンダー体制を統括しリスクと課題の早期解消を図る。,2022-01-16,,バックエンドエンジニア,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
450,クラウド型支払処理分析可視化標準化対応,スクラムイベントを通じてチーム間の可視化と合意形成を支援する。段階リリースに備え移行リハーサルと利用者教育を実施する。,2022-05-08,,SWE（バックエンド）,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
451,金融機関向けコンテンツ管理基幹刷新モダナイゼーション,現場ヒアリングから業務要件を整理し優先度を明確にする。アーキテクチャレビューでセキュリティとパフォーマンスを両立する。,2021-08-26,2022-06-30,UIエンジニア,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1
